datetime,in_avg_response_time,in_throughput,in_progress_requests,http_error_count,ballerina_error_count,cpu,memory,cpuPercentage,memoryPercentage
2021-03-09 17:52:00+00:00,0.0,0.0,0.0,0,0,1.554398,302.2578125,0.3108796,86.359375
2021-03-09 17:52:10+00:00,0.0,0.0,0.0,0,0,1.554398,302.2578125,0.3108796,86.359375
2021-03-09 17:52:20+00:00,0.0,0.0,0.0,0,0,1.554398,302.2578125,0.3108796,86.359375
2021-03-09 17:52:30+00:00,0.0,0.0,0.0,0,0,1.554398,302.2578125,0.3108796,86.359375
2021-03-09 17:52:40+00:00,0.0,0.0,0.0,0,0,1.554398,302.2578125,0.3108796,86.359375
2021-03-09 17:52:50+00:00,0.0,0.0,0.0,0,0,1.554398,302.2578125,0.3108796,86.359375
2021-03-09 17:53:00+00:00,0.0,0.0,0.0,0,0,1.923721,302.2578125,0.3847442,86.359375
2021-03-09 17:53:10+00:00,0.0,0.0,0.0,0,0,1.923721,302.2578125,0.3847442,86.359375
2021-03-09 17:53:20+00:00,0.0,0.0,0.0,0,0,1.923721,302.2578125,0.3847442,86.359375
2021-03-09 17:53:40+00:00,0.0,0.0,0.0,0,0,1.923721,302.2578125,0.3847442,86.359375
2021-03-09 17:53:50+00:00,1337.5519830344826,5.46036527960836,7.3035224078328,0,0,1.923721,302.2578125,0.3847442,86.359375
2021-03-09 17:54:00+00:00,14.840163497395832,36.50190114068441,0.5416941808935362,0,0,105.801865,302.40234375,21.160373,86.40066964285714
2021-03-09 17:54:10+00:00,10.398821090673575,36.48048388621113,0.3793540252339099,0,0,105.801865,302.40234375,21.160373,86.40066964285714
2021-03-09 17:54:20+00:00,10.578811017632242,37.65888825649782,0.3983862619996206,0,0,105.801865,302.40234375,21.160373,86.40066964285714
2021-03-09 17:54:30+00:00,9.66742578125,36.36019316352618,0.351509468800303,0,0,105.801865,302.40234375,21.160373,86.40066964285714
2021-03-09 17:54:40+00:00,9.60073594179894,37.46654772524532,0.3597064313608881,0,0,105.801865,302.40234375,21.160373,86.40066964285714
2021-03-09 17:54:50+00:00,9.07343031168831,36.29678514188743,0.3293363505232393,0,0,105.801865,302.40234375,21.160373,86.40066964285714
2021-03-09 17:55:00+00:00,8.979292261904762,37.05519066758161,0.3327293868248211,0,0,218.573658,314.88671875,43.7147316,89.96763392857143
2021-03-09 17:55:10+00:00,9.5037633875969,36.51287857345033,0.3470097585621285,0,0,218.573658,314.88671875,43.7147316,89.96763392857143
2021-03-09 17:55:20+00:00,9.621159366492147,36.030937558951145,0.3466593923787965,0,0,218.573658,314.88671875,43.7147316,89.96763392857143
2021-03-09 17:55:30+00:00,10.26510918292683,36.36901241868717,0.3733318833530456,0,0,218.573658,314.88671875,43.7147316,89.96763392857143
2021-03-09 17:55:40+00:00,9.356721704663212,36.51499385110208,0.3416606355122505,0,0,218.573658,314.88671875,43.7147316,89.96763392857143
2021-03-09 17:56:00+00:00,9.293590450777202,36.41853005000472,0.3384589031040664,0,0,219.163481,315.3359375,43.8326962,90.09598214285714
2021-03-09 17:56:10+00:00,9.345782595360824,36.258293617418936,0.3388621294271564,0,0,219.163481,315.3359375,43.8326962,90.09598214285714
2021-03-09 17:56:20+00:00,9.436815384415585,36.32075471698113,0.3427522568867923,0,0,219.163481,315.3359375,43.8326962,90.09598214285714
2021-03-09 17:56:30+00:00,9.802332300000002,36.17874254424563,0.3546360566148432,0,0,219.163481,315.3359375,43.8326962,90.09598214285714
2021-03-09 17:56:40+00:00,9.731897486842104,36.104513064133016,0.351365419952494,0,0,219.163481,315.3359375,43.8326962,90.09598214285714
2021-03-09 17:56:50+00:00,9.256184942408378,36.291088732661976,0.3359170290708722,0,0,219.163481,315.3359375,43.8326962,90.09598214285714
2021-03-09 17:57:00+00:00,9.442138130666669,35.49119818285065,0.3351127956653416,0,0,216.743782,315.91015625,43.3487564,90.26004464285714
2021-03-09 17:57:10+00:00,9.31290708064516,36.65385752290866,0.3413539692580549,0,0,216.743782,315.91015625,43.3487564,90.26004464285714
2021-03-09 17:57:20+00:00,9.422308805970149,36.41964123935495,0.3431571063598477,0,0,216.743782,315.91015625,43.3487564,90.26004464285714
2021-03-09 17:57:30+00:00,9.322335794871794,37.03703703703704,0.3452716961063627,0,0,216.743782,315.91015625,43.3487564,90.26004464285714
2021-03-09 17:57:40+00:00,9.307555936842103,36.104513064133016,0.3360447749168646,0,0,216.743782,315.91015625,43.3487564,90.26004464285714
2021-03-09 17:57:50+00:00,9.72487949608355,36.37572419033146,0.3537495343337448,0,0,216.743782,315.91015625,43.3487564,90.26004464285714
2021-03-09 17:58:00+00:00,9.439469070866142,36.18920972644376,0.3416069259118541,0,0,218.826386,316.015625,43.7652772,90.29017857142856
2021-03-09 17:58:10+00:00,9.25672136745407,36.17890038932675,0.3348980002848732,0,0,218.826386,316.015625,43.7652772,90.29017857142856
2021-03-09 17:58:20+00:00,9.638502,36.20984603687512,0.3490086734461129,0,0,218.826386,316.015625,43.7652772,90.29017857142856
2021-03-09 17:58:30+00:00,9.379746088082902,36.47014361300076,0.3420806868858654,0,0,218.826386,316.015625,43.7652772,90.29017857142856
2021-03-09 17:58:40+00:00,9.31269150515464,36.8296155671571,0.342982848030375,0,0,218.826386,316.015625,43.7652772,90.29017857142856
2021-03-09 17:58:50+00:00,10.554766192612137,36.00608018240548,0.3800357578377352,0,0,218.826386,316.015625,43.7652772,90.29017857142856
2021-03-09 17:59:10+00:00,9.453290490813648,36.19264747791394,0.3421396102403344,0,0,219.42104,316.01953125,43.884208,90.29129464285714
2021-03-09 17:59:20+00:00,9.617805416216218,35.15105453163595,0.3380760026600798,0,0,219.42104,316.01953125,43.884208,90.29129464285714
2021-03-09 17:59:30+00:00,9.897195665753424,34.6826301786393,0.3432607770809578,0,0,219.42104,316.01953125,43.884208,90.29129464285714
2021-03-09 17:59:40+00:00,9.665613509485096,34.98293515358362,0.3381315306219189,0,0,219.42104,316.01953125,43.884208,90.29129464285714
2021-03-09 17:59:50+00:00,9.463400766381769,34.455678806321785,0.3260678972219495,0,0,219.42104,316.01953125,43.884208,90.29129464285714
2021-03-09 18:00:00+00:00,9.952562966480446,34.00132966093646,0.3384003743945293,0,0,206.059789,316.109375,41.2119578,90.31696428571428
2021-03-09 18:00:10+00:00,9.18781008356546,34.10602318069542,0.3133596636899107,0,0,206.059789,316.109375,41.2119578,90.31696428571428
2021-03-09 18:00:20+00:00,9.639983914529914,33.27960557504504,0.3208148624253342,0,0,206.059789,316.109375,41.2119578,90.31696428571428
2021-03-09 18:00:30+00:00,9.815558524216524,33.978702807357216,0.333519945982575,0,0,206.059789,316.109375,41.2119578,90.31696428571428
2021-03-09 18:00:40+00:00,9.942465778393352,34.28951367781155,0.3409223162993921,0,0,206.059789,316.109375,41.2119578,90.31696428571428
2021-03-09 18:00:50+00:00,9.32222126836158,34.86997635933806,0.3250656352442868,0,0,206.059789,316.109375,41.2119578,90.31696428571428
